unitid,fice,pubst,pbalph,"system","sequen","status","instnm","addr","city","stabbr","zip","gentele",cnty,congdist,"countynm",affil,calsys,hloffer,procc,pr2yr,prlib,prtea,prprof,geost,oereg,obereg,"race",control,type,iclevel,sex,lgrnt,"cncesc",sum2yr,sum4yr,sumpos,eve2yr,eve4yr,evepos,excntl,citysi,admreq,estmo,estyr,"fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,period,stcnty,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"152248","1827","24","680","C","02","7","PURDUE U CALUMET CAMPUS","2233 171ST STREET","HAMMOND","IN","46323",".","","1","LAKE","12","1","7","1","0","1","1","1","24","2","3","5","1","4","1","3","0","B01","1","1","1","1","1","1","1","4","2","","","000000","000000","0","1066","2614","0","997","2268","0","0","0","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","","5"
"152318","1830","24","700","","","5","ROSE-HULMAN INST OF TECHN","5500 WABASH AVENUE","TERRE HAUTE","IN","47803",".","","7","VIGO","21","2","6","0","0","0","0","1","24","2","3","5","2","2","1","1","0","D04","0","0","0","0","0","0","2","2","3","","","000000","000000","6000","0","0","6000","0","0","1200","1470","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"152336","1832","24","710","","","5","SAINT FRANCIS COLLEGE","2701 SPRING STREET","FORT WAYNE","IN","46808",".","","4","ALLEN","30","1","7","0","0","1","1","0","24","2","3","5","2","2","1","3","0","B01","1","1","1","1","1","1","3","3","3","9","","090000","060000","3650","0","0","3000","0","0","700","1600","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","5"
"152363","1833","24","720","","","5","SAINT JOSEPH'S COLLEGE","","RENSSELAER","IN","47978",".","","5","JASPER","30","1","6","1","0","1","1","0","24","2","3","5","2","2","1","3","0","C01","0","1","1","0","0","0","3","1","6","","","000000","060000","4990","0","0","0","0","0","970","1500","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"150172","1834","24","60","","","5","CALUMET COLLEGE","2400 NEW YORK AVENUE","WHITING","IN","46394",".","","1","LAKE","30","1","4","0","0","1","1","0","24","2","3","5","2","2","1","3","0","C01","1","1","0","1","1","0","3","4","2","9","","090000","060000","2723","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"152381","1835","24","730","","","5","SAINT MARY-OF-THE-WOODS C","","ST MARY WDS","IN","47876",".","","7","VIGO","30","1","6","0","0","1","1","0","24","2","3","5","2","2","1","2","0","C01","0","1","0","0","0","0","3","2","2","7","","090000","060000","4720","0","0","1440","0","0","750","1540","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"152390","1836","24","740","","","5","SAINT MARY'S COLLEGE","","NOTRE DAME","IN","46556",".","","3","SAINT JOSEPH","30","1","4","0","0","1","1","0","24","2","3","5","2","2","1","2","0","C01","0","0","0","0","0","0","3","3","2","","","000000","000000","6266","0","0","0","0","0","2939","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","","","","","","","5"
"152406","1837","24","750","","","5","SAINT MEINRAD COLLEGE","","SAINT MEINRAD","IN","47577",".","","8","SPENCER","30","1","4","0","0","1","1","0","24","2","3","5","2","2","1","1","0","C01","0","0","1","0","0","0","3","1","6","9","","090000","060000","2774","0","0","0","0","0","1584","1584","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"152530","1838","24","780","","","5","TAYLOR UNIVERSITY","","UPLAND","IN","46989",".","","5","GRANT","21","4","4","0","0","1","1","0","24","2","3","5","2","2","1","3","0","C01","1","1","0","0","0","0","2","1","2","","","000000","000000","5402","0","0","0","0","0","1094","1130","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","5"
"152567","1839","24","790","","","5","TRI-STATE UNIVERSITY","","ANGOLA","IN","46703",".","","4","STEUBEN","21","2","4","1","0","1","1","1","24","2","3","5","2","2","1","3","0","C01","1","1","0","0","0","0","2","1","2","","","000000","000000","4908","0","0","0","0","0","924","1386","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"152080","1840","24","810","","","5","UNIVERSITY OF NOTRE DAME","","NOTRE DAME","IN","46556",".","","3","SAINT JOSEPH","30","1","8","0","0","1","0","1","24","2","3","5","2","1","1","3","0","A01","0","1","1","0","0","0","3","3","2","","","000000","000000","7080","0","0","6900","0","0","965","1400","7","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","5"
"152600","1842","24","820","","","5","VALPARAISO UNIVERSITY","","VALPARAISO","IN","46383",".","","5","PORTER","68","1","6","0","0","1","1","1","24","2","3","5","2","2","1","3","0","B01","1","1","1","1","1","1","3","4","3","9","","090000","000000","5792","0","0","2280","0","0","1190","1100","7","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","5"
"152637","1843","24","830","","","5","VINCENNES UNIVERSITY","1002 NORTH FIRST STREET","VINCENNES","IN","47591",".","","8","KNOX","12","1","3","1","1","0","0","0","24","2","3","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","6","","","000000","000000","0","1108","3128","0","0","0","1080","1080","7","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","5"
"152673","1844","24","840","","","5","WABASH COLLEGE","301 WEST WABASH","CRAWFORDSVL","IN","47933",".","","7","MONTGOMERY","21","1","4","0","0","1","0","0","24","2","3","5","2","2","1","1","0","C01","0","0","0","0","0","0","2","1","3","","","000000","070000","6200","0","0","0","0","0","875","1700","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"152992","1846","25","20","","","5","BRIAR CLIFF COLLEGE","3303 REBECCA STREET","SIOUX CITY","IA","51104",".","","6","WOODBURY","30","5","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","1","1","0","1","1","0","3","2","2","","","000000","000000","4125","0","0","0","0","0","900","999","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","5"
"153001","1847","25","30","","","5","BUENA VISTA COLLEGE","","STORM LAKE","IA","50588",".","","6","BUENA VISTA","66","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","1","3","7","","090000","060000","5885","0","0","0","0","0","944","1165","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","5"
"153108","1850","25","40","","","5","CENTRAL U OF IOWA","812 UNIVERSITY","PELLA","IA","50219",".","","5","MARION","49","5","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","1","3","6","","090000","050000","5574","0","0","0","0","0","984","1218","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"153126","1852","25","50","","","5","CLARKE COLLEGE","1550 CLARKE DRIVE","DUBUQUE","IA","52001",".","","2","DUBUQUE","30","1","6","0","0","1","1","1","25","2","4","5","2","2","1","3","0","C01","1","1","0","1","1","0","3","2","2","","","000000","000000","5000","0","0","0","0","0","990","1150","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","5"
"1853","1853","25","140","D","02","Y","CLINTON COMMUNITY COLLEGE","1000 LINCOLN BOULEVARD","CLINTON","IA","52732",".","","2","CLINTON","14","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","","1","0","0","1","0","0","1","1","2","6","","060000","050000","0","801","1098","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153144","1854","25","60","","","5","COE COLLEGE","","CEDAR RAPIDS","IA","52402",".","","2","LINN","21","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","2","2","3","12","","120000","000000","5810","0","0","0","0","0","900","1120","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"154156","1855","25","540","","","5","U OF OSTEO MED HLTH SCI","3200 GRAND AVENUE","DES MOINES","IA","50312",".","","4","POLK","21","5","5","0","0","0","0","1","25","2","4","5","2","2","1","3","0","D02","0","0","0","0","0","0","2","3","6","6","","090000","060000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","5"
"153162","1856","25","70","","","5","CORNELL COLLEGE","","MOUNT VERNON","IA","52314",".","","2","LINN","71","5","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","0","0","0","0","0","3","2","3","","","000000","000000","6490","0","0","0","0","0","1060","1386","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"154396","1857","25","500","","","5","SOUTHWESTERN CMTY COLLEGE","1501 TOWNLINE","CRESTON","IA","50801",".","","5","UNION","12","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","4","","090000","060000","0","840","1260","0","0","0","810","968","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153241","1858","25","90","","","5","DIVINE WORD COLLEGE","SOUTH CENTER AVENUE","EPWORTH","IA","52045",".","","2","DUBUQUE","30","1","4","0","0","1","0","0","25","2","4","5","2","2","1","1","0","C01","0","0","0","0","0","0","3","2","2","9","","090000","060000","3530","0","0","0","0","0","600","600","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153250","1859","25","100","","","5","DORDT COLLEGE","","SIOUX CENTER","IA","51250",".","","6","SIOUX","35","1","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","0","1","1","1","0","3","1","2","9","","090000","050000","4650","0","0","0","0","0","680","1010","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153269","1860","25","110","","","5","DRAKE UNIVERSITY","25TH ST & UNIVERSITY AVE","DES MOINES","IA","50311",".","","4","POLK","21","1","8","0","0","1","1","1","25","2","4","5","2","1","1","3","0","B01","0","1","1","0","1","1","2","3","2","","","000000","000000","6200","0","0","6200","0","0","1300","1500","7","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","1","","1","","","","","","","","","","5"
"153296","1862","25","170","","","5","ELLSWORTH CMTY COLLEGE","1100 COLLEGE AVENUE","IOWA FALLS","IA","50126",".","","6","HARDIN","14","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","9","","090000","060000","0","900","1800","0","0","0","1050","840","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153533","1864","25","260","","","5","IOWA LAKES CC","19 SOUTH 7TH STREET","ESTHERVILLE","IA","51334",".","","6","EMMET","14","2","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","","","000000","000000","0","790","1165","0","0","0","900","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153524","1865","25","250","","","5","IOWA CENTRAL CC","330 AVENUE M","FORT DODGE","IA","50501",".","","5","WEBSTER","13","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","4","","070000","070000","0","825","1200","0","0","0","925","970","7","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153366","1866","25","190","","","5","GRACELAND COLLEGE","","LAMONI","IA","50140",".","","5","DECATUR","82","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","0","0","3","1","2","9","","090000","050000","4885","0","0","0","0","0","700","1255","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","5"
"153375","1867","25","200","","","5","GRAND VIEW COLLEGE","1200 GRAND VIEW AVENUE","DES MOINES","IA","50316",".","","4","POLK","67","5","4","0","0","1","0","1","25","2","4","5","2","2","1","3","0","C01","1","1","0","1","1","0","3","3","2","9","","090000","060000","3990","0","0","0","0","0","925","925","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"153384","1868","25","210","","","5","GRINNELL COLLEGE","P O BOX 805","GRINNELL","IA","50112",".","","3","POWESHIEK","21","1","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","0","0","0","0","0","2","1","3","6","","110000","060000","7594","0","0","0","0","0","960","1385","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153603","1869","25","270","","","5","IOWA STATE U SCI & TECHN","","AMES","IA","50011",".","","4","STORY","12","1","8","0","0","1","1","1","25","2","4","5","1","1","1","3","1","A02","0","1","1","0","1","1","1","1","2","","","000000","000000","0","1242","3450","0","1472","3600","800","1048","7","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","1","","","","","1","","","","","","1","1","","","1","","","1","","","1","","","","","","","1","","","","","5"
"153621","1871","25","280","","","5","IOWA WESLEYAN COLLEGE","601 NORTH MAIN","MT PLEASANT","IA","52641",".","","1","HENRY","71","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","1","1","0","1","1","0","3","1","2","","","000000","000000","5300","0","0","0","0","0","1100","1270","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"153825","1873","25","310","","","5","LORAS COLLEGE","","DUBUQUE","IA","52004",".","","2","DUBUQUE","30","1","6","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","1","1","1","1","1","1","3","2","2","","","000000","000000","4800","0","0","0","0","0","1020","1190","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","5"
"153834","1874","25","320","","","5","LUTHER COLLEGE","","DECORAH","IA","52101",".","","3","WINNESHIEK","53","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","1","0","1","0","3","1","3","9","","090000","060000","5975","0","0","0","0","0","800","1225","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","5"
"153922","1875","25","340","","","5","MARSHALLTWN CMTY COLLEGE","3700 SOUTH CENTER STREET","MARSHALLTOWN","IA","50158",".","","3","MARSHALL","14","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","1","","010000","010000","0","1050","2100","0","0","0","0","0","0","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"153931","1876","25","350","","","5","MARYCREST COLLEGE","1607 WEST 12TH STREET","DAVENPORT","IA","52804",".","","1","SCOTT","30","1","6","0","0","1","1","1","25","2","4","5","2","2","1","3","0","C01","1","1","1","1","1","1","3","3","2","9","","090000","060000","4600","0","0","3900","0","0","995","995","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","5"
"154059","1877","25","400","","","5","N IOWA AREA CMTY COLLEGE","500 COLLEGE DRIVE","MASON CITY","IA","50401",".","","6","CERRO GORDO","14","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","2","10","","090000","050000","0","760","1140","0","0","0","1800","1800","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"154004","1879","25","360","","","5","MORNINGSIDE COLLEGE","1501 MORNINGSIDE AVENUE","SIOUX CITY","IA","51106",".","","6","WOODBURY","71","1","6","0","0","1","1","1","25","2","4","5","2","2","1","3","0","C01","1","1","1","1","1","1","3","2","2","","","000000","000000","5575","0","0","0","0","0","880","1070","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","5"
"154013","1880","25","370","","","5","MOUNT MERCY COLLEGE","1330 ELMHURST DRIVE N E","CEDAR RAPIDS","IA","52402",".","","2","LINN","30","4","4","0","0","1","1","1","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","2","2","9","","050000","050000","4480","0","0","0","0","0","815","1200","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","5"
"154022","1881","25","380","","","5","MOUNT SAINT CLARE COLLEGE","400 N BLUFF BOULEVARD","CLINTON","IA","52732",".","","2","CLINTON","30","1","4","1","1","1","0","0","25","2","4","5","2","2","1","3","0","E01","1","1","0","1","1","0","3","1","2","","","000000","000000","3660","0","0","0","0","0","950","1200","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"1882","1882","25","150","D","03","Y","MUSCATINE CMTY COLLEGE","152 COLORADO STREET","MUSCATINE","IA","52761",".","","1","MUSCATINE","14","1","3","1","1","0","0","0","25","2","4","5","1","3","2","3","0","","1","0","0","1","0","0","1","1","2","6","","060000","050000","0","800","1100","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"154101","1883","25","430","","","5","NORTHWESTERN COLLEGE","","ORANGE CITY","IA","51041",".","","6","SIOUX","49","1","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","1","2","7","","000000","000000","4752","0","0","0","0","0","798","1070","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","5"
"154350","1887","25","470","","","5","SIMPSON COLLEGE","","INDIANOLA","IA","50125",".","","5","WARREN","71","4","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","3","2","","","000000","000000","5375","0","0","0","0","0","1000","1195","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"154369","1888","25","480","","","5","SIOUX EMPIRE COLLEGE","BOX 312","HAWARDEN","IA","51023",".","","6","SIOUX","21","1","3","0","1","0","0","0","25","2","4","5","2","3","2","3","0","E01","1","1","0","1","1","0","2","1","2","1","","060000","050000","3000","0","0","0","0","0","650","900","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"154235","1889","25","460","","","5","SAINT AMBROSE COLLEGE","518 WEST LOCUST STREET","DAVENPORT","IA","52803",".","","1","SCOTT","30","1","6","0","0","1","0","0","25","2","4","5","2","2","1","3","0","C01","0","1","1","0","1","1","3","3","2","","","000000","000000","5040","0","0","0","0","0","870","1340","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"154095","1890","25","530","","","5","U OF NORTHERN IOWA","1222 WEST 27TH STREET","CEDAR FALLS","IA","50614",".","","3","BLACK HAWK","12","1","8","0","0","1","1","0","25","2","4","5","1","2","1","3","0","B01","0","1","1","0","1","1","1","2","2","","","000000","000000","0","1184","2700","0","1320","2980","820","992","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","1","","","1","","","","","","","","","","","","5"
"153278","1891","25","510","","","5","UNIVERSITY OF DUBUQUE","2000 UNIVERSITY AVENUE","DUBUQUE","IA","52001",".","","2","DUBUQUE","66","1","6","0","0","1","1","1","25","2","4","5","2","2","1","3","0","C01","1","1","1","1","1","1","3","2","3","","","000000","000000","5025","0","0","0","0","0","875","1025","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","5"
"153658","1892","25","520","","","5","UNIVERSITY OF IOWA","","IOWA CITY","IA","52242",".","","3","JOHNSON","12","1","8","1","0","1","1","1","25","2","4","5","1","1","1","3","2","A02","0","1","1","0","0","0","1","2","3","2","","030000","000000","0","1242","3450","0","1472","3600","987","1064","7","","1","","","","","","1","","","1","","","1","","1","","1","1","","","","","","","","","","","","","1","1","","","","","1","","","1","","","","","","","","1","","","1","1","1","","","","","1","1","","","","","","","1","","","","","","1","","1","","","","","1","","","1","","1","","","1","","","1","","","","5"
"154493","1893","25","550","","","5","UPPER IOWA UNIVERSITY","","FAYETTE","IA","52142",".","","2","FAYETTE","21","1","4","0","0","1","1","0","25","2","4","5","2","2","1","3","0","C01","0","1","0","0","1","0","2","1","2","","","000000","000000","5070","0","0","0","0","0","900","1400","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"154509","1894","25","560","","","5","VENNARD COLLEGE","","UNIVERSITY PK","IA","52595",".","","1","MAHASKA","21","1","4","0","0","0","0","1","25","2","4","5","2","2","1","3","0","D01","1","1","0","0","0","0","2","1","2","","","000000","000000","2011","0","0","0","0","0","460","1380","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154518","1895","25","570","","","5","WALDORF COLLEGE","","FOREST CITY","IA","50436",".","","6","WINNEBAGO","53","1","3","1","1","0","0","0","25","2","4","5","2","3","2","3","0","E01","0","0","0","0","0","0","3","1","2","10","","090000","060000","4770","0","0","0","0","0","1000","1050","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
