unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"198756","2936","43","490","","5","JOHNSN C SMITH UNIVERSITY","100-152 BETTIESFORD ROAD","NC","28216","7043722370","119","","CHARLOTTE","MECKLENBURG","77","1","04","0","1","1","0","4001410","43","3","5","1","2","2","3","0","1","0","0","0","0","0","0","0","0","0","0","3","4","2","1867","1867","1871","2074","","","","","","626","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"2937","2937","43","520","","X","KING'S C-CHARLOTTE","322 LAMAR AVENUE","NC","28204","7043720266","119","","CHARLOTTE","MECKLENBURG","25","2","03","0","0","0","0","2000343","43","3","5","5","2","3","3","0","0","0","1","0","0","0","0","1","0","0","0","2","4","2","1901","1901","1903","2600","","","","","","1130","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198808","2939","43","550","","5","LEES-MCRAE COLLEGE","","NC","28604","7048985241","011","","BANNER ELK","AVERY","72","1","03","1","0","0","0","3000714","43","3","5","5","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","3","1","2","1900","1929","1931","2038","","","","","","588","754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198817","2940","43","560","","5","LENOIR CMTY COLLEGE","P O BOX 188","NC","28501","9195276223","107","","KINSTON","LENOIR","14","2","03","1","0","0","0","4001967","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","041958","021960","061963","","145","622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198835","2941","43","570","","5","LENOIR-RHYNE COLLEGE","","NC","28601","7043281741","035","","HICKORY","CATAWBA","67","1","06","0","1","1","1","4001291","43","3","5","5","2","2","3","0","1","0","0","0","1","0","0","0","0","1","0","3","1","2","091891","091891","051892","3000","","","","","","550","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","8"
"198862","2942","43","580","","5","LIVINGSTONE COLLEGE","701 WEST MONROE STREET","NC","28144","7046337960","159","","SALISBURY","ROWAN","24","1","04","0","1","1","1","3000938","43","3","5","1","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","1","2","031879","101882","061885","2065","","","","","","675","855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"198871","2943","43","590","","5","LOUISBURG COLLEGE","501 NORTH MAIN STREET","NC","27549","9194962521","069","","LOUISBURG","FRANKLIN","71","1","03","1","0","0","0","3000710","43","3","5","5","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","3","1","2","1787","1857","1859","2116","","","","","","650","725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198899","2944","43","600","","5","MARS HILL COLLEGE","","NC","28754","7046891111","115","","MARS HILL","MADISON","75","4","04","0","1","1","0","4001958","43","3","5","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","3","2","2","1856","1921","1922","2865","","","","","","490","770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"198950","2945","43","640","","5","MEREDITH COLLEGE","","NC","27611","9198336461","183","","RALEIGH","WAKE","75","1","04","0","1","1","0","4001549","43","3","5","5","2","2","2","0","1","0","0","1","0","0","0","0","1","0","0","3","3","3","021891","091899","051902","2500","","","","","","450","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"198969","2946","43","650","","5","METHODIST COLLEGE","METHODIST COLLEGE P O","NC","28301","9194887110","051","","FAYETTEVILLE","CUMBERLAND","71","1","04","0","1","1","0","3000924","43","3","5","5","2","2","3","0","1","0","1","0","0","0","0","1","1","0","0","3","2","2","111956","091960","061964","2524","","","","","","600","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198987","2947","43","660","","5","MITCHELL CMTY COLLEGE","WEST BROAD","NC","28677","7048732201","097","","STATESVILLE","IREDELL","12","2","03","1","0","0","0","4001220","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","071852","071856","051858","","144","621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199032","2948","43","680","","5","MONTREAT-ANDERSON COLLEGE","","NC","28757","7046698011","021","","MONTREAT","BUNCOMBE","72","1","03","1","0","0","0","2000431","43","3","5","5","2","3","3","0","1","0","1","0","0","0","0","0","0","0","0","3","2","2","051916","101916","061919","2080","","","","","","656","990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199069","2949","43","690","","5","MOUNT OLIVE COLLEGE","","NC","28365","9196582502","191","","MOUNT OLIVE","WAYNE","41","1","03","1","0","0","0","2000368","43","3","5","5","2","3","3","0","1","0","1","0","0","0","0","1","0","0","0","3","1","2","091951","091954","051956","1850","","","","","","650","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199157","2950","43","1080","C","9","NC CENTRAL UNIVERSITY","","NC","27707","9196836100","063","","DURHAM","DURHAM","12","1","06","0","1","1","1","5004917","43","3","5","1","1","4","3","2","1","0","0","1","1","0","0","0","1","1","0","1","3","2","071910","1923","1925","","615","2353","","568","2306","695","700","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","8"
"199209","2951","43","710","","5","NC WESLEYAN COLLEGE","COLLEGE STATION","NC","27801","9194427121","127","","ROCKY MOUNT","NASH","71","1","04","0","1","1","1","3000850","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","3","1","2","101956","091960","051964","2775","","","","","","540","990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199272","2953","43","730","","5","PEACE COLLEGE","","NC","27604","9198322881","183","","RALEIGH","WAKE","72","1","03","1","0","0","0","2000492","43","3","5","5","2","3","2","0","1","0","0","0","0","0","0","0","0","0","0","3","3","6","1857","091872","061873","2090","","","","","","850","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199281","2954","43","1110","C","9","PEMBROKE STATE UNIVERSITY","COLLEGE STREET","NC","28372","9195214214","155","","PEMBROKE","ROBESON","12","1","06","0","1","1","0","4002231","43","3","5","5","1","4","3","2","1","0","0","1","1","0","0","0","1","1","0","1","1","2","1887","1926","1928","","500","1990","","500","1990","500","670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"199306","2955","43","740","","5","PFEIFFER COLLEGE","","NC","28109","7044637343","167","","MISENHEIMER","STANLY","71","1","04","0","1","1","0","3000844","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","3","1","2","1885","1928","1930","2730","","","","","","475","975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"199315","2956","43","750","","5","PIEDMONT BIBLE COLLEGE","716 FRANKLIN STREET","NC","27101","9197258344","067","","WINSTON-SALEM","FORSYTH","21","1","04","0","0","1","1","2000472","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","2","4","2","091945","1948","1949","1720","","","","","","370","720","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199412","2957","43","780","","5","QUEENS COLLEGE","1900 SELWYN AVENUE","NC","28274","7043327121","119","","CHARLOTTE","MECKLENBURG","72","1","06","0","1","1","0","3000624","43","3","5","5","2","2","2","0","1","0","0","1","0","0","0","0","1","1","0","3","4","2","1857","1857","1857","3396","","","1620","","","1019","895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"199485","2958","43","840","","5","ROCKINGHAM CMTY COLLEGE","","NC","27375","9193424261","157","","WENTWORTH","ROCKINGHAM","14","2","03","1","0","0","0","4001277","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","121963","091966","081967","","144","621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"199573","2959","43","860","","5","SACRED HEART COLLEGE","414 NORTH MAIN STREET","NC","28012","7048255146","001","","BELMONT","GASTON","30","1","04","0","1","1","0","2000475","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","3","4","2","1892","1935","1937","2564","","","","","","660","880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199607","2960","43","900","","5","SALEM COLLEGE","","NC","27108","9197212600","067","","WINSTON-SALEM","FORSYTH","44","4","04","0","1","1","1","3000625","43","3","5","5","2","2","2","0","1","0","0","0","1","0","0","0","0","0","0","3","4","1","041772","091877","061890","3465","","","","","","1000","1075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"199634","2961","43","920","","5","SANDHILLS CMTY COLLEGE","ROUTE 3 BOX 182-C","NC","28327","9196926185","125","","CARTHAGE","MOORE","12","2","03","1","0","0","0","4001563","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","121963","101965","051966","","142","619","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"199643","2962","43","930","","5","SHAW UNIVERSITY","118 EAST SOUTH STREET","NC","27611","9197554800","183","","RALEIGH","WAKE","54","1","04","0","1","0","0","4001389","43","3","5","1","2","2","3","0","1","0","0","0","0","0","0","0","1","0","0","3","3","2","1865","1874","1878","2470","","","","","","505","825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199759","2963","43","940","","5","STHESTN BAPTIST THEOL SEM","BOX 712","NC","27587","9195563101","183","","WAKE FOREST","WAKE","75","1","08","0","0","0","1","4001215","43","3","5","Z","2","2","3","0","1","0","1","0","1","0","0","0","0","0","0","3","3","5","1950","1951","1954","","","","400","","","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199722","2964","43","950","","5","SOUTHEASTERN CMTY COLLEGE","P O BOX 151","NC","28472","9196427141","047","","WHITEVILLE","COLUMBUS","12","2","03","1","0","0","0","4001845","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1964","1964","1965","","144","621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199698","2967","43","870","","5","SNT ANDREWS PRESB COLLEGE","","NC","28352","9192763652","165","","LAURINBURG","SCOTLAND","72","4","04","0","1","0","0","3000627","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","1","3","051958","1961","051962","3350","","","","","","695","1075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"199582","2968","43","880","","5","SAINT AUGUSTINES COLLEGE","1315 OAKWOOD AVENUE","NC","27611","9198284451","183","","RALEIGH","WAKE","73","1","04","0","1","1","0","4001765","43","3","5","1","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","3","2","1867","1868","1931","2060","","","","","","496","704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199591","2969","43","890","","5","SAINT MARY'S COLLEGE","900 HILLSBOROUGH","NC","27611","9198282521","183","","RALEIGH","WAKE","73","1","03","1","0","0","0","2000321","43","3","5","5","2","3","2","0","1","0","1","0","0","0","0","0","0","0","0","3","3","3","1842","1877","1879","2883","","","","","","1408","790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199768","2970","43","980","","5","SURRY COMMUNITY COLLEGE","SOUTH MAIN STREET","NC","27017","9193868121","171","","DOBSON","SURRY","12","2","03","1","0","0","0","4001555","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","011964","081965","061968","","135","612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199175","2971","43","1020","C","4","U NC GEN ADMIN CEN OFFICE","BOX 2688","NC","27514","9199336981","135","","CHAPEL HILL","ORANGE","00","","","0","0","0","0","0","43","3","5","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199193","2972","43","1100","C","9","NC STATE U RALEIGH","","NC","27650","9197372011","183","","RALEIGH","WAKE","12","1","08","0","1","1","1","8020023","43","3","5","5","1","1","3","1","1","0","0","1","1","0","0","0","1","1","0","1","3","2","031887","101889","061893","","583","2295","","583","2295","550","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","1","","","","","8"
"198570","2973","43","370","","5","GASTON COLLEGE","","NC","28034","7049223136","071","","DALLAS","GASTON","14","2","03","1","0","0","0","5003049","43","3","5","5","1","3","3","0","1","0","1","1","0","0","0","1","1","0","0","1","4","1","1963","1964","1964","","139","616","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199120","2974","43","1130","C","8","NC AT CHAPEL HILL,U OF","","NC","27514","9199332211","135","","CHAPEL HILL","ORANGE","12","1","08","0","1","1","1","8021060","43","3","5","5","1","1","3","2","1","0","0","1","1","0","0","0","1","0","0","1","3","3","1789","1795","1798","","598","2308","","594","2304","648","998","1","","","","","","1","","","1","1","","1","","1","","","1","","1","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","","1","","","1","","1","","","1","","","","","","","","","","1","","","","","1","1","","1","1","","","","","","","1","","1","","","1","","","1","","","","8"
"199139","2975","43","1140","C","9","NC AT CHARLOTTE,U OF","U N C C STATION","NC","28223","7045972000","119","","CHARLOTTE","MECKLENBURG","12","1","06","0","1","1","1","6009088","43","3","5","5","1","4","3","2","1","0","0","1","1","0","0","0","1","1","0","1","4","1","071965","091965","051966","","559","2291","","559","2291","712","832","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","8"
"199148","2976","43","1150","C","9","NC AT GREENSBORO,U OF","1000 SPRING GARDEN STREET","NC","27412","9193795000","081","","GREENSBORO","GUILFORD","12","1","08","0","1","1","1","7010131","43","3","5","5","1","4","3","2","1","0","0","1","1","0","0","0","1","1","0","1","4","2","1891","1892","1893","","625","2343","","625","2343","710","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","8"
"199847","2978","43","1200","","5","WAKE FOREST UNIVERSITY","REYNOLDA STATION","NC","27109","9197615000","067","","WINSTON-SALEM","FORSYTH","54","1","08","0","1","1","1","5004736","43","3","5","5","2","1","3","0","1","0","0","1","1","0","0","0","0","0","0","3","4","3","021834","021834","051838","3600","","","3600","","","550","1000","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","8"
"199865","2979","43","1220","","5","WARREN WILSON COLLEGE","","NC","28778","7042983325","021","","SWANNANOA","BUNCOMBE","77","1","04","0","1","1","0","3000508","43","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","2","3","111894","091942","051944","3100","","","","","","686","633","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199892","2980","43","1230","","5","WAYNE COMMUNITY COLLEGE","CALLER BOX NUMBER 8002","NC","27530","9197355151","191","","GOLDSBORO","WAYNE","14","2","03","1","0","0","0","4002228","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","061957","091962","051963","","135","612","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"200004","2981","43","1170","C","9","WSTN CAROLINA UNIVERSITY","","NC","28723","7042277211","099","","CULLOWHEE","JACKSON","12","1","07","0","1","1","1","6006730","43","3","5","5","1","4","3","2","1","0","0","1","1","0","0","0","1","1","0","1","1","3","1889","1912","1913","","590","2328","","626","2364","750","610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","8"
"199908","2982","43","1240","","5","WESTERN PIEDMONT CC","1001 BURKEMONT AVENUE","NC","28655","7044378688","023","","MORGANTON","BURKE","12","2","03","1","0","0","0","4001557","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","061964","091966","061968","","138","615","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199926","2983","43","1250","","5","WILKES COMMUNITY COLLEGE","COLLEGIATE DRIVE","NC","28697","9196677136","193","","WILKESBORO","WILKES","12","2","03","1","0","0","0","4002161","43","3","5","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","071965","091965","071967","","137","614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199218","2984","43","1160","C","9","NC AT WILMINGTON,U OF","601 SOUTH COLLEGE ROAD","NC","28403","9197914330","129","","WILMINGTON","NEW HANOVER","12","1","06","0","1","1","0","5004563","43","3","5","5","1","4","3","2","1","0","1","1","1","0","0","0","1","1","0","1","2","2","091947","091947","051949","","560","2315","","560","2315","780","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199962","2985","43","1270","","5","WINGATE COLLEGE","","NC","28174","7042334061","179","","WINGATE","UNION","75","1","04","0","1","0","0","4001501","43","3","5","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","3","4","2","091896","091923","051925","1995","","","","","","520","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"199999","2986","43","1180","C","9","WINSTON-SALEM STATE U","","NC","27102","9197612011","067","","WINSTON-SALEM","FORSYTH","12","1","04","0","1","1","0","4002224","43","3","5","1","1","4","3","2","1","0","0","1","0","0","0","0","1","0","0","1","4","2","1892","1925","1927","","518","2047","","","","730","820","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","8"
"200022","2988","44","10","","5","BISMARCK JUNIOR COLLEGE","SCHAFER HEIGHTS","ND","58501","7012234500","015","","BISMARCK","BURLEIGH","13","1","03","1","0","0","0","4002098","44","2","4","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","061939","091939","051941","","615","960","","","","420","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200059","2989","44","20","","5","DICKINSON STATE COLLEGE","","ND","58601","7012272326","089","","DICKINSON","STARK","12","2","04","0","1","1","0","4001061","44","2","4","5","1","2","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","1918","1918","1920","","471","1032","","","","381","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","5"
"200156","2990","44","30","","5","JAMESTOWN COLLEGE","","ND","58401","7012532550","093","","JAMESTOWN","STUTSMAN","72","4","04","0","1","1","0","3000527","44","2","4","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","1","2","101883","091886","1889","2500","","","","","","600","775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"200192","2991","44","40","","5","LAKE REGION JR COLLEGE","","ND","58301","7016624951","071","","DEVILS LAKE","RAMSEY","14","1","03","1","0","0","0","3000576","44","2","4","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","081941","091941","1943","","630","840","","","","440","748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200217","2992","44","50","","5","MARY COLLEGE","","ND","58501","7012554681","015","","BISMARCK","BURLEIGH","30","5","04","0","1","0","1","3000889","44","2","4","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","3","1","2","1955","1955","1957","2090","","","","","","522","770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"200226","2993","44","60","","5","MAYVILLE STATE COLLEGE","","ND","58257","7017862301","097","","MAYVILLE","TRAILL","12","2","04","0","1","1","0","3000746","44","2","4","5","1","2","3","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2","1889","1890","1895","","600","1161","","","","435","765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"200253","2994","44","70","","5","MINOT STATE COLLEGE","","ND","58701","7018573000","101","","MINOT","WARD","12","2","06","0","1","1","1","4002277","44","2","4","5","1","2","3","0","1","0","1","1","1","0","0","1","1","1","0","1","1","2","091913","091913","051914","","568","1129","","697","1258","390","675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"200314","2995","44","120","B","7","ND STATE U BOTTINEAU","","ND","58318","7012282278","009","","BOTTINEAU","BOTTINEAU","12","2","03","1","0","0","0","2000373","44","2","4","5","1","5","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","011907","091916","051925","","600","1160","","","","351","695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
