unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"198871","501 NORTH MAIN STREET","2","71","925","1","LOUISBURG","1","E01","69","4","2","FRANKLIN","001859","2943","001857","9194962521","43","3","2","3","LOUISBURG COLLEGE","002943","0","5","3","550","0","0","0","","1787","1","0","0","3","0","6","1","0","1","0","0","0","3277","43","5","775","","3","NC","5","43069","1","0","0","","3","3","27549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198899","","3","75","1000","1","MARS HILL","2","C01","115","11","2","MADISON","001922","2944","001921","7046891111","43","4","1","3","MARS HILL COLLEGE","002944","0","5","3","560","0","0","0","","1856","1","1","0","3","0","7","0","1","1","0","1","0","3850","43","5","652","","3","NC","5","43115","1","1","0","","2","51","28754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"198950","3800 HILLSBOROUGH ST","3","75","765","1","RALEIGH","3","C01","183","4","2","WAKE","051902","2945","091899","9198296800","43","6","1","3","MEREDITH COLLEGE","002945","0","5","3","600","0","0","0","2","1891","0","1","1","3","0","7","0","1","0","0","1","1680","3600","43","5","630","","2","NC","5","43183","1","1","1","","2","12","27607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"198969","5400 RAMSEY STREET","2","71","1400","1","FAYETTEVILLE","2","C01","51","7","2","CUMBERLAND","061964","2946","091960","9194887110","43","4","1","3","METHODIST COLLEGE","002946","0","5","3","610","0","0","0","11","1956","1","1","0","3","0","7","0","1","0","0","1","0","4230","43","5","800","","3","NC","5","43051","1","0","0","","2","3","28301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"198987","WEST BROAD","2","12","0","2","STATESVILLE","1","E01","97","9","1","IREDELL","051858","2947","071856","7048732201","43","3","2","3","MITCHELL CMTY COLLEGE","002947","0","5","3","620","0","0","180","7","1852","1","0","0","1","792","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43097","1","0","0","","3","3","28677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199032","","2","66","1334","1","MONTREAT","2","E01","21","11","2","BUNCOMBE","061919","2948","101916","7046698011","43","3","2","3","MONTREAT-ANDERSON COLLEGE","002948","0","5","3","640","0","0","0","5","1916","1","0","0","3","0","7","1","0","1","0","0","0","2940","43","5","916","","3","NC","5","43021","1","0","0","","3","12","28757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199069","","2","41","0","1","MOUNT OLIVE","1","E01","191","3","2","WAYNE","051956","2949","091954","9196582502","43","4","1","3","MOUNT OLIVE COLLEGE","002949","0","5","3","650","0","0","0","9","1951","1","0","0","3","0","7","1","1","1","0","0","0","2800","43","5","2550","","3","NC","5","43191","1","0","0","","2","3","28365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199157","","2","12","986","1","DURHAM","3","B01","63","2","1","DURHAM","001929","2950","001923","9196836100","43","6","1","10","NC CENTRAL UNIVERSITY","002950","2","5","3","1110","733","3291","760","7","1910","0","1","1","1","3318","7","0","1","0","1","1","0","0","43","1","927","07","3","NC","9","43063","0","1","1","C","4","10","27707","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","8"
"199209","COLLEGE STATION","2","71","1450","1","ROCKY MOUNT","1","C01","127","2","2","NASH","051964","2951","091960","9199777171","43","4","1","3","NC WESLEYAN COLLEGE","002951","0","5","3","670","0","0","0","10","1956","0","1","0","3","0","7","0","1","0","1","1","0","4130","43","5","730","","3","NC","5","43127","0","1","0","","2","52","27801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199272","","6","66","1230","1","RALEIGH","3","E01","183","4","2","WAKE","061873","2953","091872","9198322881","43","3","2","3","PEACE COLLEGE","002953","0","5","3","690","0","0","0","","1857","0","0","0","3","0","7","1","0","1","0","0","0","2830","43","5","1230","","2","NC","5","43183","0","0","0","","3","3","27604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199281","COLLEGE STREET","2","12","830","1","PEMBROKE","1","C01","155","7","1","ROBESON","001928","2954","001926","9195214214","43","6","1","10","PEMBROKE STATE UNIVERSITY","002954","2","5","3","1140","630","2880","630","","1887","0","1","1","1","2880","7","0","1","0","0","1","0","0","43","5","600","10","3","NC","9","43155","0","1","1","C","4","10","28372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","8"
"199306","","2","71","1195","1","MISENHEIMER","1","C01","167","8","2","STANLY","001930","2955","001928","7044637343","43","4","1","99","PFEIFFER COLLEGE","002955","0","5","3","700","0","0","0","","1885","0","1","0","3","0","7","0","1","0","0","1","0","3995","43","5","790","","3","NC","5","43167","0","1","0","","2","99","28109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","8"
"199315","716 FRANKLIN STREET","2","54","1185","1","WINSTON-SALEM","4","D01","67","5","2","FORSYTH","001949","2956","001948","9197258344","43","4","1","6","PIEDMONT BIBLE COLLEGE","002956","0","5","3","720","0","0","0","9","1945","0","1","0","3","0","7","0","0","0","1","1","0","2460","43","5","645","","3","NC","5","43067","0","1","0","","2","6","27101","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199412","1900 SELWYN AVENUE","2","66","1280","1","CHARLOTTE","4","C01","119","9","2","MECKLENBURG","001857","2957","001857","7043327121","43","6","1","3","QUEENS COLLEGE","002957","0","5","3","750","0","0","0","","1857","0","1","1","3","0","7","0","1","0","0","1","2340","4920","43","5","1480","","3","NC","5","43119","0","1","1","","2","3","28274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","8"
"199485","","1","14","0","2","WENTWORTH","1","E01","157","5","1","ROCKINGHAM","081967","2958","091966","9193424261","43","3","2","3","ROCKINGHAM CMTY COLLEGE","002958","0","5","3","810","0","0","180","12","1963","1","1","0","1","792","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43157","1","1","0","","3","3","27375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199573","414 NORTH MAIN STREET","2","30","1210","1","BELMONT","4","C01","1","10","2","GASTON","001937","2959","001935","7048255146","43","4","1","3","SACRED HEART COLLEGE","002959","0","5","3","890","0","0","0","","1892","0","1","0","3","0","7","0","1","0","0","1","0","3520","43","5","920","","3","NC","5","43001","0","1","0","","2","3","28012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"199607","","2","44","1850","4","WINSTON-SALEM","4","C01","67","5","2","FORSYTH","061890","2960","091877","9197212600","43","4","1","3","SALEM COLLEGE","002960","0","5","3","930","0","0","0","4","1772","0","0","0","3","0","7","0","1","0","1","1","0","5254","43","5","1630","","2","NC","5","43067","0","0","1","","2","3","27108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"199634","ROUTE 3 BOX 182-C","2","12","0","2","CARTHAGE","1","E01","125","8","1","MOORE","051966","2961","101965","9196926185","43","3","2","3","SANDHILLS CMTY COLLEGE","002961","","5","3","950","0","0","177","12","1963","1","0","0","1","789","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43125","1","0","0","","3","3","28327","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"199643","118 EAST SOUTH STREET","2","54","924","1","RALEIGH","3","C01","183","4","2","WAKE","001878","2962","001874","9197554800","43","4","1","7","SHAW UNIVERSITY","002962","0","5","3","960","0","0","0","","1865","0","1","0","3","0","7","0","1","0","0","0","0","2570","43","1","520","","3","NC","5","43183","0","0","0","","2","65","27611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199759","BOX 712","5","75","0","1","WAKE FOREST","3","D01","183","4","2","WAKE","001954","2963","001951","9195563101","43","8","1","3","STHESTN BAPTIST THEOL SEM","002963","0","5","3","970","0","0","0","","1950","1","1","0","3","0","0","0","0","0","1","0","550","550","43","5","450","","3","NC","5","43183","1","0","1","","2","3","27587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199722","P O BOX 151","2","12","0","2","WHITEVILLE","1","E01","47","7","1","COLUMBUS","001965","2964","001964","9196427141","43","3","2","3","SOUTHEASTERN CMTY COLLEGE","002964","0","5","3","980","0","0","179","","1964","1","0","0","1","791","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43047","1","0","0","","3","12","28472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199698","","2","66","1650","4","LAURINBURG","1","C01","165","8","2","SCOTLAND","051962","2967","001961","9192763652","43","4","1","3","SNT ANDREWS PRESB COLLEGE","002967","","5","3","900","0","0","0","5","1958","0","0","0","3","0","7","0","1","0","0","0","0","5350","43","5","995","","3","NC","5","43165","0","1","0","","2","55","28352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199582","1315 OAKWOOD AVENUE","2","73","1044","1","RALEIGH","3","C01","183","4","2","WAKE","001931","2968","001868","9198284451","43","4","1","3","SAINT AUGUSTINE'S COLLEGE","002968","0","5","3","910","0","0","0","","1867","0","1","0","3","0","7","0","1","0","0","1","0","3400","43","1","756","","3","NC","5","43183","0","1","0","","2","3","27611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199591","900 HILLSBOROUGH","3","73","1120","1","RALEIGH","3","E01","183","4","2","WAKE","001879","2969","001877","9198282521","43","3","2","3","SAINT MARY'S COLLEGE","002969","0","5","3","920","0","0","0","","1842","0","0","0","3","0","7","1","0","0","0","0","0","4140","43","5","2070","","2","NC","5","43183","1","0","0","","3","3","27611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199768","SOUTH MAIN STREET","2","12","0","2","DOBSON","1","E01","171","5","1","SURRY","061968","2970","081965","9193868121","43","3","2","3","SURRY COMMUNITY COLLEGE","002970","0","5","3","1010","0","0","171","1","1964","1","1","0","1","783","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43171","1","1","0","","3","3","27017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199175","BOX 2688","","0","0","","CHAPEL HILL","","","135","4","1","ORANGE","000000","2971","000000","9199626981","43","","7","","U OF NC GEN AD CEN OFF","","","5","3","1050","0","0","0","","","0","0","0","4","0","0","0","0","0","0","0","0","0","43","7","0","99","3","NC","4","43135","0","0","0","C","7","","27514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199193","P.O. BOX 5067","2","12","1300","1","RALEIGH","3","A01","183","4","1","WAKE","061893","2972","101889","9197372011","43","8","1","10","NC STATE U RALEIGH","002972","1","5","3","1130","796","3416","796","3","1887","0","1","1","1","3416","7","0","1","1","1","1","0","0","43","5","1000","09","3","NC","9","43183","0","1","1","C","2","10","27650","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","1","","","","","8"
"198570","","1","14","0","2","DALLAS","4","E01","71","10","1","GASTON","001964","2973","001964","7049223136","43","3","2","3","GASTON COLLEGE","002973","0","5","3","380","0","0","177","","1963","1","1","0","1","789","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43071","1","1","0","","3","51","28034","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199120","","3","12","1275","1","CHAPEL HILL","3","A02","135","4","1","ORANGE","001798","2974","001795","9199622211","43","8","1","10","U OF NC AT CHAPEL HILL","002974","2","5","3","1160","769","3389","773","","1789","0","1","1","1","3393","7","0","1","1","1","1","0","0","43","5","1050","12","3","NC","8","43135","0","1","1","C","1","10","27514","1","","","","","","1","","","1","1","","1","","1","","","1","","1","","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","1","","","1","1","1","","","1","","","","","","","","","","1","","","","","1","1","","1","1","","","","","","","1","","1","","","1","","","","","","","8"
"199139","U N C C STATION","2","12","1044","1","CHARLOTTE","4","B01","119","9","1","MECKLENBURG","051966","2975","091965","7045972000","43","7","1","10","U OF NC AT CHARLOTTE","002975","2","5","3","1170","698","3256","698","7","1965","0","1","1","1","3256","7","0","1","0","1","1","0","0","43","5","1052","13","3","NC","9","43119","0","1","1","C","4","10","28223","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","8"
"199148","1000 SPRING GARDEN STREET","2","12","1275","1","GREENSBORO","4","A01","81","6","1","GUILFORD","001893","2976","001892","9193795000","43","8","1","10","UNIV OF NC AT GREENSBORO","002976","2","5","3","1180","842","3462","842","","1891","0","1","1","1","3462","7","0","1","0","1","1","0","0","43","5","1040","14","3","NC","9","43081","0","1","1","C","4","10","27412","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","1","","","","","","","8"
"199847","300 SOUTH HAWTHORNE ROAD","3","54","1380","1","WINSTON-SALEM","4","B02","67","5","2","FORSYTH","051838","2978","021834","9197615000","43","8","1","3","WAKE FOREST UNIVERSITY","002978","0","5","3","1230","0","0","0","2","1834","0","0","0","3","0","7","0","1","0","1","1","5550","5550","43","5","915","","3","NC","5","43067","0","1","1","","1","3","27109","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","","","","8"
"199865","701 WARREN WILSON ROAD","6","66","0","1","SWANNANOA","2","C01","21","11","2","BUNCOMBE","051944","2979","091942","7042983325","43","6","1","3","WARREN WILSON COLLEGE","002979","0","5","3","1250","0","0","0","11","1894","0","0","0","3","0","0","0","1","0","0","1","4100","4550","43","5","0","","3","NC","5","43021","0","1","0","","2","3","28778","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","8"
"199892","CALLER BOX NUMBER 8002","2","14","0","2","GOLDSBORO","1","E01","191","3","1","WAYNE","051963","2980","091962","9197355151","43","3","2","6","WAYNE COMMUNITY COLLEGE","002980","0","5","3","1260","0","0","171","6","1957","1","0","0","1","783","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43191","1","0","0","","3","6","27533","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"200004","","2","12","810","1","CULLOWHEE","1","B01","99","11","1","JACKSON","001913","2981","001912","7042277211","43","7","1","10","WSTN CAROLINA UNIVERSITY","002981","2","5","3","1200","811","3369","775","","1889","0","1","1","1","3333","7","0","1","0","1","1","0","0","43","5","950","16","3","NC","9","43099","0","1","1","C","4","10","28723","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","1","","","","","","","8"
"199908","1001 BURKEMONT AVENUE","1","12","0","2","MORGANTON","1","E01","23","10","1","BURKE","051968","2982","091966","7044378688","43","3","2","3","WESTERN PIEDMONT CC","002982","0","5","3","1270","0","0","173","4","1964","1","1","0","1","785","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43023","1","1","0","","3","12","28655","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","8"
"199926","COLLEGIATE DRIVE","2","12","0","2","WILKESBORO","1","E01","193","5","1","WILKES","071967","2983","091965","9196677136","43","3","2","3","WILKES COMMUNITY COLLEGE","002983","0","5","3","1280","0","0","179","7","1965","1","0","0","1","791","0","1","0","1","0","0","0","0","43","5","0","","3","NC","5","43193","1","0","0","","3","3","28697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"199218","601 SOUTH COLLEGE ROAD","2","12","880","1","WILMINGTON","2","C01","129","7","1","NEW HANOVER","051949","2984","091947","9193953520","43","6","1","10","UNIV OF NC WILMINGTON","002984","2","5","3","1190","716","2966","716","9","1947","0","1","1","1","2966","7","0","1","1","0","1","0","0","43","5","1260","15","3","NC","9","43129","1","1","1","C","4","10","28403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","8"
"199962","","2","75","1100","1","WINGATE","4","C01","179","8","2","UNION","051925","2985","091923","7042334061","43","4","1","3","WINGATE COLLEGE","002985","0","5","3","1300","0","0","0","9","1896","1","1","0","3","0","7","0","1","1","0","1","0","2950","43","5","820","","3","NC","5","43179","1","1","0","","2","3","28174","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","8"
"199999","","2","12","1050","1","WINSTON-SALEM","4","C01","67","5","1","FORSYTH","001927","2986","001925","9197612011","43","4","1","10","WINSTON-SALEM STATE U","002986","2","5","3","1210","0","0","687","","1892","0","1","0","1","2937","7","0","1","0","0","1","0","0","43","1","935","17","3","NC","9","43067","0","1","0","C","4","10","27110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","8"
"200022","","2","12","940","1","BISMARCK","2","E01","15","99","1","BURLEIGH","051941","2988","091939","7012245400","44","3","2","3","BISMARCK JUNIOR COLLEGE","002988","0","4","2","10","0","0","1200","6","1939","1","0","0","1","1475","5","1","0","1","0","0","0","0","44","5","520","","3","ND","5","44015","1","0","0","","3","51","58501","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200059","","2","12","975","2","DICKINSON","1","C01","89","99","1","STARK","001920","2989","001918","7012272507","44","4","1","3","DICKINSON STATE COLLEGE","002989","0","4","2","20","0","0","936","","1918","1","1","0","1","1536","5","0","1","1","0","1","0","0","44","5","597","","3","ND","5","44089","1","1","0","","2","3","58601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","5"
"200156","","2","66","1055","4","JAMESTOWN","1","C01","93","99","2","STUTSMAN","001889","2990","091886","7012532550","44","4","1","3","JAMESTOWN COLLEGE","002990","0","4","2","40","0","0","0","10","1883","0","0","0","3","0","7","0","1","0","0","1","0","5120","44","5","730","","3","ND","5","44093","0","1","0","","2","3","58401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"200192","","1","14","970","1","DEVILS LAKE","1","E01","71","99","1","RAMSEY","001943","2991","091941","7016628683","44","3","2","6","LAKE REGION CMTY COLLEGE","002991","0","4","2","50","0","0","840","8","1941","1","1","0","1","940","5","1","0","1","0","0","0","0","44","5","550","","3","ND","5","44071","1","1","0","","3","6","58301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200217","","2","30","1020","5","BISMARCK","2","C01","15","99","2","BURLEIGH","001957","2992","001955","7012554681","44","6","1","3","MARY COLLEGE","002992","0","4","2","70","0","0","0","","1955","1","1","1","3","0","7","0","1","0","1","0","0","3313","44","5","690","","3","ND","5","44015","1","1","1","","2","3","58501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","5"
"200226","","2","12","975","2","MAYVILLE","1","C01","97","99","1","TRAILL","001895","2993","001890","7017862301","44","4","1","3","MAYVILLE STATE COLLEGE","002993","0","4","2","80","0","0","903","","1889","0","0","0","1","1620","5","0","1","0","0","1","0","0","44","5","561","","3","ND","5","44097","1","1","0","","2","3","58257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"200253","","2","12","870","2","MINOT","1","C01","101","99","1","WARD","051914","2994","091913","7018573000","44","6","1","3","MINOT STATE COLLEGE","002994","0","4","2","90","1122","1758","891","9","1913","1","1","1","1","1608","5","0","1","1","1","1","0","0","44","5","510","","3","ND","5","44101","1","1","1","","2","3","58701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","5"
"200314","","2","12","966","2","BOTTINEAU","1","E01","9","99","1","BOTTINEAU","051925","2995","091916","7012282277","44","3","2","21","ND STATE U BOTTINEAU","002995","0","4","2","140","0","0","771","1","1907","1","0","0","1","1488","5","1","0","1","0","0","0","0","44","5","543","02","3","ND","7","44009","1","0","0","B","5","21","58318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200305","800 NORTH 6TH STREET","2","12","870","2","WAHPETON","1","E01","77","99","1","RICHLAND","061904","2996","091903","7016711130","44","3","2","3","ND STATE SCHOOL SCIENCE","002996","0","4","2","100","0","0","771","9","1903","1","0","0","1","1488","5","1","0","1","0","0","0","0","44","5","495","","3","ND","5","44077","1","0","0","","3","3","58075","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"2997","","","0","0","","FARGO","2","","17","99","1","CASS","000000","2997","000000","7012378011","44","","7","","ND STATE U CENTRAL OFFICE","","","4","2","120","0","0","0","","","0","0","0","4","0","0","0","0","0","0","0","0","0","44","7","0","99","3","ND","4","44017","0","0","0","B","7","","58105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
