UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,FAXTELE,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID 
251260,"Southern Union State Community College","750 Roberts St","Wadley","AL","36276", 1, 5,"Amelia Pearson","Interim President","2563952211","630494681","00104000",1,"www.suscc.edu"," "," "," ",4,2,1,3,1,2,40,1,2,2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,2,1,-1,3,1,3,40,1,2,2,-2,-2,-2,-2,1,"Alabama College System","2563952215",1111,"Randolph County",103,-85.571619,33.126522,100
251312,"South University-Columbia","9 Science Court","Columbia","SC","29203",45, 5,"Brad C. Kauffman","President","8037999082","582338201","01303907",1,"www.southuniversity.edu","www.southuniversity.edu","www.southuniversity.edu","www.southuniversity.edu",3,1,3,9,1,1,13,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,20,16,11,8,4,6,40,2,2,2,17900,1,192,-2,1,"Education Management Corporation","8039354382",45079,"Richland County",4506,-80.962859,34.099204,179
260293,"Everest University-Brandon","3924 Coconut Palm Dr","Tampa","FL","33619-1354",12, 5,"Charlie Hardiman","President","8136210041","330717605","00153408",1,"www.everest.edu/campus/brandon"," "," "," ",3,1,3,7,1,1,20,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",3,19,2,10,5,3,12,22,2,2,4,45300,1,-2,-2,1,"Corinthian Colleges Inc","8136235769",12057,"Hillsborough County",1212,-82.349509,27.980545,175
260336,"Clinton Technical School","602 S. Fifth St.","Clinton","MO","64735",29, 4,"Richard Wells","Director","6608856101","446001380","02497500",1,"clinton.k12.mo.us"," "," "," ",7,3,1,2,1,2,0,2,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,2,"-2"," ",29083,"Henry County",2904,-93.769197,38.364184,11
260354,"Consolidated School of Business-Lancaster","2124 Ambassador Cir","Lancaster","PA","17603",42, 2,"Craig  D. Ellis","Vice President of Administration","717394621100","232190710","03029900",1,"www.csb.edu"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,1,40,2,2,1,29540,1,-2,-2,1,"Consolidated School of Business Inc"," ",42071,"Lancaster County",4216,-76.360751,40.043086,122
260363,"Greene County Career and Technology Center","60 Zimmerman Drive","Waynesburg","PA","15370-8281",42, 2,"Janice Quailey","Director","7246273106201","251220810","01096300",1," "," "," "," ",7,3,1,2,1,2,0,2,2,2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,2,"Greene County Vocational-Technical School",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,2,"-2","7248522565",42059,"Greene County",4212,-80.150047,39.893641,10
260372,"Lac Courte Oreilles Ojibwa Community College","13466 W Trepania Rd","Hayward","WI","54843",55, 3,"Dr. Danielle Hornett","President","7156344790100","391453493","02532200",1,"www.lco.edu"," "," "," ",4,2,1,3,1,2,40,1,2,2,2,1,43,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,33,1,-1,3,1,1,60,2,1,1,-2,-2,-2,-2,2,"-2","7156347579",55113,"Sawyer County",5507,-91.362971,45.941814,231
260381,"University of Wisconsin Extension","432 N Lake St","Madison","WI","53706",55, 3,"Marv Van Kekerix","Interim Chancellor","6082626151","391805960","003895A3",2,"uwex.edu/","uwhelp.wisconsin.edu/admissions/index.aspx","uwhelp.wisconsin.edu/paying/index.aspx","https://apply.wisconsin.edu/",0,1,1,9,1,1,11,1,2,2,-2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,-2," ",-2,-3,-3,-3,-3,-3,-3,-3,1,2,-2,31540,1,358,-2,1,"University of Wisconsin System","6082630544",55025,"Dane County",5502,-89.397389,43.074216,-2
260664,"Diesel Driving Academy-Shreveport","4709 Greenwood Rd","Shreveport","LA","71109",22, 5,"Bruce A Busada","President","3186366300","720714073","02260200",1,"www.dda.edu","www.dda.edu","www.dda.edu","www.dda.edu",9,3,3,1,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,43340,1,508,-2,2,"-2","3186369736",22017,"Caddo Parish",2204,-93.822428,32.471360,77
260691,"Pima Medical Institute-Mesa","957 S. Dobson Road","Mesa","AZ","85202", 4, 6,"Kristen Torres","Director","4806440267","860260863","02217101",1,"www.pmi.edu"," "," "," ",6,2,3,4,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,2,-3,2,2,2,38060,1,-2,-2,2,"-2","4806448171",4013,"Maricopa County",405,-111.874597,33.396898,134
260789,"Platt College-Los Angeles","1000 South Fremont Avenue, A9w","Alhambra","CA","91803", 6, 8,"Nicholas Ewell","Campus President","6263005444","954100505","03062700",1,"www.plattcollege.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",3,23,2,-1,9,2,6,40,2,2,1,31100,1,348,-2,1,"Platt College Los Angeles LLC","6263003978",6037,"Los Angeles County",629,-118.151857,34.081778,202
260813,"Platt College-Aurora","3100 S Parker Rd","Aurora","CO","80014-3141", 8, 7,"Jerald B Sirbu","Director","3033695151","841127238","03014900",1,"www.plattcolorado.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,-1,9,2,6,40,2,2,1,19740,1,216,-2,2,"-2","3037451433",8005,"Arapahoe County",807,-104.854558,39.660371,233
260901,"Kaplan University-Davenport Campus","1801 E Kimberly Rd Ste 1","Davenport","IA","52807",19, 4,"Wade Dyke","President","5633553500","421154361","00458600",1,"www.kucampus.edu"," "," "," ",3,1,3,9,1,1,13,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,3," ",2,18,16,11,5,3,15,40,2,2,5,19340,1,-2,-2,1,"Kaplan Higher Education Corporation","5633551320",19163,"Scott County",1901,-90.550132,41.556734,169
260910,"Kaplan University-Cedar Falls Campus","7009 Nordic Drive","Cedar Falls","IA","50613",19, 4,"Gwen Bramlet-Hecker","President","3192770220","371377789","00458607",1,"www.kucampus.edu/kucampusPortal/kucampusCampuses/Iowa/CedarFalls/"," "," "," ",3,1,3,7,1,1,20,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,3," ",3,23,2,-1,5,2,6,-3,2,2,1,47940,1,-2,-2,1,"Kaplan Higher Education Corporation","3192680978",19013,"Black Hawk County",1901,-92.447680,42.474911,200
260929,"Paul Mitchell the School-Boise","1270 S Vinnell Way","Boise","ID","83709",16, 7,"Louis Starita, IV","Manager","2083750190","-1","02607100",1,"www.scotlewisschools.com"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,14260,1,-2,-2,1,"Paul Mitchell Schools","2083757723",16001,"Ada County",1601,-116.286272,43.594270,28
260947,"Christian Life College","400 E Gregory St","Mount Prospect","IL","60056-2522",17, 3,"Harry Schmidt","President","8472591840103","362891909","03199300",1,"www.christianlifecollege.edu"," "," "," ",2,1,2,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,24,-2,-2,-2,2,-2,51,2,2,1,16980,1,176,-2,2,"-2"," ",17031,"Cook County",1710,-87.929344,42.073412,204
260956,"Knowledge Systems Institute","3420 Main St","Skokie","IL","60076",17, 3,"Judy Pan","Executive Director","8476793135","363085682","02622700",1,"www.ksi.edu"," "," ","www.ksi.edu/application/",2,1,2,7,2,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"KSI",1,28,-2,-2,-2,6,-2,54,2,2,1,16980,1,176,-2,2,"-2","8476793166",17031,"Cook County",1709,-87.714326,42.033712,221
260965,"Educators of Beauty-Rockford","2601 N. Mulford","Rockford","IL","61114",17, 3,"Rhonda Renner Reese","Owner","8156399200","362511890","00825901",1,"www.educatorsofbeauty.com"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,"STERLING SCHOOL OF BEAUTY CULTURE, INC.",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40420,1,466,-2,1,"Sterling School of Beauty Culture Inc","8156399206",17201,"Winnebago County",1716,-88.999426,42.298480,47
260974,"ITT Technical Institute-Mount Prospect","1401 Feehanville Road","Mount Prospect","IL","60056-9823",17, 3,"Kristine Ginley","Director","8473758800","362061311","00732901",1,"www.itt-tech.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,28,-2,-2,-2,2,-2,54,2,2,1,16980,1,176,-2,1,"ITT Educational Services Inc","8473759022",17031,"Cook County",1710,-87.913684,42.075754,221
260992,"Northwestern College-Southwestern Campus","7725 South Harlem Avenue","Bridgeview","IL","60455",17, 3,"Lawrence Schumacher","President","8882052283","363520197","01236201",1,"www.NorthwesternCollege.edu","www.NorthwesternCollege.edu","www.NorthwesternCollege.edu","www.NorthwesternCollege.edu",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"NC|nc|NBC|nbc|NWBC|nwbc|Northwestern College|Southwestern College",4,10,1,-1,1,1,2,-3,-2,2,2,16980,1,176,-2,1,"Northwestern Business College","7082375005",17031,"Cook County",1703,-87.799781,41.751470,124
261375,"Tulsa Technology Center-Lemley Campus","3420 S Memorial Drive","Tulsa","OK","74145-1390",40, 6,"Sharon Schaub","Campus Director","9188281000","730964127","00531100",1,"www.tulsatech.edu","www.tulsatech.edu/Apply/AdmissionsProcess.aspx","www.tulsatech.edu/Financial_Aid/default.aspx","www.tulsatech.edu/Apply/AdmissionsProcess.aspx",4,2,1,4,1,2,0,2,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,"Tulsa Tech",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,46140,1,538,-2,1,"Oklahoma Department of Career and Technology Education","9188281009",40143,"Tulsa County",4001,-95.886657,36.112573,4
261384,"Tulsa Technology Center-Riverside Campus","801 East 91st","Tulsa","OK","74132-4008",40, 6,"Frank Dickinson","Campus Director","9188284000","730964127","00531102",1,"www.tulsatech.edu","www.tulsatech.edu/apply/Default.aspx","www.tulsatech.edu/Financial_Aid/default.aspx"," ",4,2,1,4,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,2,2,3,2,"Tulsa Tech",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46140,1,538,-2,1,"Oklahoma Department of Career and Technology Education","9188284009",40143,"Tulsa County",4001,-95.981780,36.034280,12
261393,"Tulsa Technology Center-Broken Arrow Campus","4600 South Olive","Broken Arrow","OK","74011-1706",40, 6,"Brad Wayman","Campus Director","9188283000","730964127","00531103",1,"www.tulsatech.edu","www.tulsatech.edu/apply/ProspectiveStudent.aspx","www.tulsatech.edu/Financial_Aid/default.aspx"," ",4,2,1,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Tulsa Tech",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46140,1,538,-2,1,"Oklahoma Department of Career and Technology Education","9188283009",40143,"Tulsa County",4001,-95.833109,36.004733,12
261436,"Douglas J Aveda Institute","331 East Grand River Ave","East Lansing","MI","48823",26, 3,"Scott A. Weaver","President","5173339656","382686986","02588200",1,"www.avedainstitutesdouglasj.com/","www.avedainstitutesdouglasj.com/","www.avedainstitutesdouglasj.com/","www.avedainstitutesdouglasj.com/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29620,1,330,-2,1,"Aveda Institute","5173339640",26065,"Ingham County",2608,-84.481007,42.734528,24
261472,"ITT Technical Institute-Troy","1522 E Big Beaver Rd","Troy","MI","48083-1905",26, 3,"James Pfaff","Director","2485241800","362061311","00732929",1,"www.itt-tech.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,10,1,-1,3,1,2,40,2,2,2,19820,1,220,-2,1,"ITT Educational Services Inc","2485241965",26125,"Oakland County",2609,-83.117275,42.563186,123
261676,"Ross Medical Education Center-Brighton","8110 Murphy Drive","Brighton","MI","48116",26, 3,"Paul Mitchell","Chief Executive Officer","8102270160","382018808","02339700",1,"www.rossmedicaleducation.com"," "," "," ",9,3,3,1,1,2,0,2,2,-2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19820,1,220,-2,1,"Ross Education LLC","8102279582",26093,"Livingston County",2608,-83.795970,42.544808,68
261685,"Ross Medical Education Center-Ann Arbor","4741 Washtenaw Ave","Ann Arbor","MI","48108-1411",26, 3,"Paul Mitchell","Chief Executive Officer","7344347320","382018808","02339701",1,"www.rossmedicaleducation.com"," "," "," ",9,3,3,1,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,11460,1,220,-2,1,"Ross Education LLC","7344348579",26161,"Washtenaw County",2615,-83.666600,42.251289,68
261719,"Taylortown School of Beauty Inc","23129 Ecorse Rd","Taylor","MI","48180-1866",26, 3,"Vicki Alent","President","3132912177","381811051","02209200",1," "," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19820,1,220,-2,2,"-2","3132929754",26163,"Wayne County",2615,-83.259612,42.255687,50
261773,"Pike-Lincoln Technical Center","342 Vo-Tech Rd","Eolia","MO","63344-0038",29, 4,"Mark Harvey","Superintendent","5734852900","436004306","01173500",1,"pltc.k12.mo.us"," "," ","pltc.k12.mo.us",7,3,1,2,1,2,0,2,2,2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,1,"Pike County R-3 School District","5734852388",29163,"Pike County",2909,-91.016843,39.244429,9
261861,"Pennsylvania Institute of Health and Technology","Mount Braddock Road","Mount Braddock","PA","15465",42, 2,"Patricia A Callen","Ex. Director","7244374600","550530180","00500701",1,"www.piht.edu"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,4,1,1,-3,2,2,1,38300,1,430,-2,2,"-2"," ",42051,"Fayette County",4212,-79.645656,39.943437,122
261931,"Skyline College-Roanoke","5234 Airport Rd","Roanoke","VA","24012",51, 5,"Mark Dreyfus","President","5405638080","540799894","03092700",1,"www.skyline.edu","www.skyline.edu","www.skyline.edu/fa","www.skyline.edu",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,23,2,-1,9,2,6,40,2,2,1,40220,1,-2,-2,1,"ECPI Colleges","5403625400",51770,"Roanoke city",5106,-79.958923,37.320076,202
262022,"Bethel Seminary San Diego","6116 Arosa St","San Diego","CA","92115", 6, 8,"Jay Barnes","President","6195828188","410708577","00905804",1,"www.bethel.edu"," "," "," ",2,1,2,7,2,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"Bethel University/Bethel Seminary San Diego",1,24,-2,-2,-2,7,-2,-3,1,2,1,41740,1,-2,-2,1,"Bethel University"," ",6073,"San Diego County",653,-117.066083,32.765169,207
262031,"St Charles Community College","4601 Mid Rivers Mall Dr","Cottleville","MO","63376-0975",29, 4,"John M McGuire","President","6369228000","431408103","02530600",1,"www.stchas.edu","www.stchas.edu/students/admissions.shtml","www.stchas.edu/students/finance/finasst.shtml"," ",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"SCC",4,4,1,-1,2,1,4,40,2,2,3,41180,1,476,-2,2,"-2","6369228352",29183,"St. Charles County",2902,-90.636752,38.759686,90
262086,"Brandman University, Part of the Chapman University System","16355 Laguna Canyon Road","Irvine","CA","92618", 6, 8,"Gary Brahm","Chancellor and CEO","9493419800","260152980","001164A1",2,"www.brandman.edu/","www.brandman.edu/ProspectiveStudents/default.asp","www.brandman.edu/finaid/","www.brandman.edu/admission/application/apply.asp",2,1,2,9,1,1,13,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,7,6,5,6,12,-3,2,2,3,31100,1,348,-2,1,"Chapman University"," ",6059,"Orange County",648,-117.768624,33.655684,163
262129,"New College of Florida","5800 Bay Shore Road","Sarasota","FL","34243-2109",12, 5,"Dr. Gordon E. Michalson, Jr.","President","9414875000","900057281","03957400",1,"www.ncf.edu","www.ncf.edu/admissions/index.html","www.ncf.edu/admissions/financial-aid/financial-aid","www.commonapp.org/CommonApp/default.aspx",1,1,1,5,1,2,30,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,21,3,-1,12,2,8,31,1,2,1,35840,1,494,-2,1,"State University System of Florida","9414875010",12115,"Sarasota County",1213,-82.559049,27.384452,180
262138,"Southern New England School of Law","333 Faunce Corner Rd","North Dartmouth","MA","02747-1252",25, 1,"Robert V Ward Jr","Dean","5089989600","042749800","03127700",1,"www.snesl.edu","www.snesl.edu","www.snesl.edu"," ",2,1,2,9,2,1,13,1,2,-2,-2,2,22,1,"D ",-2,2010,"6/30/10",3,1,3,9,-2,"SNESL",-2,31,-2,-2,-2,7,-2,57,-2,2,-2,39300,1,148,75550,-2,"-2","5089989561",25005,"Bristol County",2504,-70.990493,41.660437,-2
262235,"Arizona Academy of Beauty-North","4066 N Oracle","Tucson","AZ","85705", 4, 6,"Stewart White","President/Owner","520888227711","860271379","01180200",1,"www.arizonaacademy.com","www.arizonaacademy.com","www.arizonaacademy.com","www.arizonaacademy.com",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,2,"-2","5204233163",4019,"Pima County",407,-110.978016,32.280655,40
262299,"Empire Beauty School-Prescott","410 W Goodwin","Prescott","AZ","86303", 4, 6,"Michael Bouman","President/COO","57042943212414","208939053","01180802",1,"www.empire.edu"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,39140,1,-2,-2,1,"EEG, Inc","5704294256",4025,"Yavapai County",401,-112.474045,34.539952,41
262332,"Le Cordon Bleu College of Culinary Arts-Scottsdale","8100 E Camelback Rd, Suite 1001","Scottsdale","AZ","85251-2729", 4, 6,"Lloyd Kirsch","President","4804253000","860557411","02616700",1,"www.chefs.edu/scottsdale","www.chefs.edu/scottsdale","www.chefs.edu/scottsdale","www.chefs.edu/scottsdale",3,1,3,5,1,2,30,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,3,"LCB Scottsdale",3,32,-2,-2,-2,2,-2,40,2,2,2,38060,1,-2,-2,1,"Career Education Corporation","4809900540",4013,"Maricopa County",405,-111.905936,33.502186,230
262341,"Conservatory of Recording Arts and Sciences","2300 E Broadway Rd","Tempe","AZ","85282-1707", 4, 6,"Kirt R Hamm","Adminstrator.","4808589400","860666487","03034400",1,"WWW.AUDIORECORDINGSCHOOL.com","www.audiorecordingschool.com/studentservices.htm","www.audiorecordingschool.com/studentservices.htm","www.audiorecordingschool.com/apply-now.htm",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,"CRAS",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,2,"-2","4806330916",4013,"Maricopa County",405,-111.889588,33.407568,76
262369,"Adrians Beauty College of Turlock","1340 W Main St","Turlock","CA","95380", 6, 8,"Sherri A. Cytanovich","Director","2096322233","770065510","02520400",1," "," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33700,1,-2,-2,2,"-2","2096322233",6099,"Stanislaus County",619,-120.863441,37.492628,33
262402,"California Career School","1100 Technology Cir","Anaheim","CA","92805", 6, 8,"Chuck Emanuele","President","7146356585212","330549695","02520200",1,"Californiacareerschool.edu"," "," "," ",9,3,3,1,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,2,"-2"," ",6059,"Orange County",647,-117.906603,33.819219,77
262457,"San Joaquin Valley College-Fresno","295 E Sierra Ave","Fresno","CA","93710-3616", 6, 8,"Mark A Perry","President","5594488282","942589126","02120701",1,"www.sjvc.edu"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,3," ",4,10,1,-1,4,1,2,-3,2,2,1,23420,1,260,-2,1,"San Joaquin Valley College, Inc."," ",6019,"Fresno County",619,-119.783343,36.830148,140
262509,"Heritage College-Denver","12 Lakeside Lane","Denver","CO","80212", 8, 7,"Jennifer Sprague","School Director","3034777240","841499709","02611000",1,"www.heritage-education.com"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,2,-3,2,2,1,19740,1,216,-2,1,"Weston Educational Inc","3034777276",8059,"Jefferson County",807,-105.059322,39.783030,137
262660,"Empire Beauty School-Highland","1049 Bardstown Rd","Louisville","KY","40204",21, 5,"Michael Bouman","President/COO","5024910077","208939053","02177100",1,"www.empire.edu"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31140,1,350,-2,1,"EEG, Inc","5024564881",21111,"Jefferson County",2103,-85.722621,38.239391,38
362700,"Sunstate Academy","2040 Colonial Blvd","Fort Myers","FL","33907",12, 5,"Deborah Rodriguez","Campus Director","2392781311","592390702","02326900",1,"www.sunstate.edu"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,15980,1,-2,-2,1,"Compass Rose Foundation","2392781432",12071,"Lee County",1214,-81.867674,26.596898,24
362782,"Elizabeth Grady School of Esthetics and Massage Therapy","222 Boston Avenue","Medford","MA","02155",25, 1,"Tracey Ford","Financial Aid Director","7813919380","042802434","02523900",1,"elizabethgrady.com","elizabethgrady.com"," ","elizabethgrady.com",9,3,3,1,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,14460,1,148,71650,1,"Elizabeth Grady Face First Inc","7813914772",25017,"Middlesex County",2507,-71.126580,42.414690,54
363013,"Ross Medical Education Center-Port Huron","2887 Krafft Road, Suite 700","Port Huron","MI","48060",26, 3,"Paul Mitchell","Chief Executive Officer","8109820454","382018808","02099702",1,"www.rossmedicaleducation.com"," "," "," ",9,3,3,1,1,2,0,2,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19820,1,220,-2,1,"Ross Education LLC","8109820590",26147,"St. Clair County",2610,-82.454496,43.025144,69
363077,"Capri Institute of Hair Design-Clifton","1595 Main Ave","Clifton","NJ","07011",34, 2,"Bridget Damiano","Director","8002322774","-1","00907800",1,"www.capriinstitute.com"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,35620,1,408,-2,1,"Capri Training Centers Inc"," ",34031,"Passaic County",3408,-74.152062,40.887227,30
363147,"Raphaels School of Beauty Culture-Alliance","2445 W. State St.","Alliance","OH","44601",39, 3,"Ralph P. Delserone, III","President","3308233884","341244083","02563000",1,"www.raphaelsbeautyschool.com"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,15940,1,-2,-2,2,"-2","3306522179",39151,"Stark County",3916,-81.152020,40.901994,53
363165,"Metro Technology Centers","1900 Springlake Drive","Oklahoma City","OK","73111-5240",40, 6,"Dr. James Branscum","Superintendent","4054248324","731094545","00533900",1,"www.metrotech.edu"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,36420,1,416,-2,1,"Oklahoma Department of Career and Technology Education"," ",40109,"Oklahoma County",4005,-97.478187,35.513994,12
363387,"Heald College-Roseville","Seven Sierra Gate Plz","Roseville","CA","95678", 6, 8,"Guy R. Adams","Campus President","9167898600","942398206","02593100",1,"www.heald.edu"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,3,1,2,40,2,2,2,40900,1,472,-2,1,"Heald College"," ",6061,"Placer County",604,-121.265380,38.754310,139
363439,"Daymar College-Bowling Green","2421 Fitzgerald Industrial Dr.","Bowling Green","KY","42101",21, 5,"Melva Hale","Campus President","2708436750","621831649","00493402",1,"www.daymarcollege.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,10,1,-1,3,1,1,40,2,2,1,14540,1,-2,-2,1,"Daymar Colleges Group","2708436976",21227,"Warren County",2102,-86.475007,36.964788,129
363457,"Academy of Court Reporting-Clawson","1055 West Maple Road","Clawson","MI","48017-1052",26, 3,"Laura Majewski","Campus Director","2484359030","341083484","02152103",1,"www.acr.edu"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19820,1,220,-2,1,"Delta Career Education Corporation","2484358570",26125,"Oakland County",2609,-83.161000,42.548015,21
